user_message,intent,response
hey aurora parking available tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora suggest best room today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can i book now please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please balcony request tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
please book tonight please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
what kind of rooms lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you how to get there po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please explain again po,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora what rooms do you have pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls magkano deluxe tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora magkano per night lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora how to get there today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hello aurora book tonight ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora room price pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde pool details today,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede hi assistant tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls may rooms ba kayo please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please how do i reserve po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede help booking po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you what amenities po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede tell me more tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
sup aurora lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please do you have gym lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede how do i reserve tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde is pool free lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pde may cabin ba,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you book room pls,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora what kind of rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora what if aliens visit today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede address today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls location of hotel tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora price per night please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
suite price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please location of hotel,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please amenities list,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you where is aurora po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora hotel policy pls,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
good afternoon tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
ano mga room types tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora hey lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
reserve room now please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede blah blah pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora room price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please explain again tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pls sup aurora po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please magkano deluxe po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede may pool ba lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
parking available tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora what rooms do you have tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please how to get there ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
kids allowed please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora show me rooms tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
